,model_year,origin,fuel_type,drivetrain,num_doors,engine_displacement,num_cylinders,horsepower,vehicle_weight,acceleration,fuel_efficiency_mpg
8824,1983,USA,Gasoline,Rear-wheel drive,5,2330,7,258.0,4520,18.2,26.7
8825,1977,Asia,Gasoline,Rear-wheel drive,4,2590,7,261.0,4390,19.6,28.0
8826,2003,USA,Gasoline,Front-wheel drive,5,2230,6,243.0,4330,18.4,28.1
8827,2015,Asia,Gasoline,Front-wheel drive,4,2140,6,236.0,4130,19.9,32.6
8828,1998,Asia,Gasoline,Rear-wheel drive,4,2170,6,246.0,4260,17.5,29.8
8829,2004,USA,Gasoline,Front-wheel drive,5,2150,6,273.0,4170,19.1,30.7
8830,2020,Asia,Gasoline,Rear-wheel drive,5,2260,6,240.0,4090,18.4,36.0
8831,1975,Europe,Hybrid,Rear-wheel drive,2,2310,6,,4240,17.4,34.8
8832,1990,Europe,Gasoline,Rear-wheel drive,4,2110,6,229.0,4360,19.6,29.2
8833,2023,Europe,Gasoline,Front-wheel drive,3,2300,6,242.0,4330,20.2,32.3
8834,1986,USA,Hybrid,Rear-wheel drive,2,2280,6,250.0,4340,19.1,34.3
8835,1991,Europe,Hybrid,Front-wheel drive,3,2500,7,245.0,4640,19.4,33.8
8836,2008,USA,Gasoline,Front-wheel drive,5,2290,6,253.0,4370,16.7,27.8
8837,1986,USA,Gasoline,Front-wheel drive,4,2140,6,248.0,4220,20.6,28.5
8838,1997,Europe,Hybrid,Front-wheel drive,3,1850,6,211.0,3510,18.8,36.3
8839,1990,Asia,Gasoline,Front-wheel drive,3,2060,6,220.0,4130,19.1,32.0
8840,2005,Asia,Diesel,Front-wheel drive,5,2250,6,246.0,4110,19.5,32.6
8841,1982,Europe,Gasoline,Front-wheel drive,5,2120,6,222.0,4270,,29.7
8842,1975,USA,Diesel,Front-wheel drive,4,2270,5,273.0,3820,17.7,28.0
8843,2007,Asia,Gasoline,All-wheel drive,2,2370,7,271.0,4270,19.0,26.7
8844,1993,Europe,Gasoline,All-wheel drive,3,2150,6,242.0,4300,18.4,30.0
8845,1982,Asia,Diesel,Front-wheel drive,3,2220,6,257.0,4040,18.3,27.7
8846,2013,USA,Gasoline,Front-wheel drive,3,2200,5,240.0,4130,18.8,33.8
8847,2014,Europe,Diesel,Front-wheel drive,4,2160,5,227.0,3800,17.1,35.5
8848,1992,USA,Diesel,All-wheel drive,3,2240,6,256.0,4380,18.7,29.8
8849,2012,USA,Diesel,Front-wheel drive,3,2450,6,299.0,3850,18.2,32.6
8850,1978,Asia,Gasoline,All-wheel drive,3,2380,6,,4560,18.9,25.2
8851,1979,USA,Gasoline,Rear-wheel drive,5,1940,5,234.0,4300,18.6,26.9
8852,1982,USA,Gasoline,Front-wheel drive,3,2310,5,269.0,4190,19.3,27.1
8853,2021,Asia,Gasoline,Front-wheel drive,4,2360,7,257.0,4510,19.4,33.1
8854,2013,Asia,Gasoline,All-wheel drive,3,2260,6,228.0,4170,19.6,30.0
8855,2008,Asia,Diesel,Front-wheel drive,3,2350,6,247.0,4050,18.1,34.4
8856,2023,Asia,Gasoline,Front-wheel drive,3,2220,5,235.0,4010,19.9,30.4
8857,1980,Asia,Diesel,All-wheel drive,5,2370,7,284.0,4430,18.0,28.5
8858,2008,USA,Hybrid,Rear-wheel drive,4,2060,6,229.0,4500,20.3,34.0
8859,1989,Asia,Gasoline,Rear-wheel drive,2,2220,6,246.0,4130,18.1,28.3
8860,1987,USA,Hybrid,Rear-wheel drive,4,2360,7,277.0,4830,18.4,28.6
8861,2006,Asia,Gasoline,Front-wheel drive,4,2030,6,226.0,3820,16.3,31.5
8862,1997,Asia,Gasoline,Front-wheel drive,2,2420,6,245.0,4460,19.3,26.4
8863,2001,Asia,Diesel,Front-wheel drive,4,2230,6,262.0,4260,19.8,28.9
8864,2008,USA,Gasoline,Rear-wheel drive,3,2360,6,269.0,4300,17.5,31.3
8865,1990,Asia,Diesel,Front-wheel drive,3,2180,6,,4010,17.7,34.6
8866,1978,USA,Hybrid,Front-wheel drive,4,2180,6,237.0,4360,18.2,29.4
8867,1998,Europe,Hybrid,Front-wheel drive,4,2330,6,259.0,4190,17.2,34.5
8868,1987,USA,Gasoline,Rear-wheel drive,3,2370,6,260.0,4650,19.4,24.1
8869,1981,USA,Gasoline,Front-wheel drive,5,2220,5,,4410,21.2,27.1
8870,1996,Europe,Gasoline,All-wheel drive,4,1910,5,207.0,4080,20.8,29.0
8871,1996,Asia,Gasoline,Front-wheel drive,3,2420,7,272.0,4330,18.0,29.0
8872,1976,Asia,Diesel,Front-wheel drive,3,2100,5,245.0,3620,16.6,30.7
8873,1996,Europe,Diesel,Rear-wheel drive,4,1890,5,219.0,3970,,35.2
8874,1986,USA,Gasoline,Front-wheel drive,4,2490,6,273.0,4320,17.9,25.6
8875,1980,Asia,Diesel,All-wheel drive,3,2220,6,,4220,19.9,27.3
8876,2022,Asia,Gasoline,Front-wheel drive,5,2210,6,243.0,4120,16.3,31.8
8877,2012,Europe,Gasoline,All-wheel drive,4,2440,6,254.0,4630,,29.7
8878,1987,Asia,Gasoline,Front-wheel drive,5,2490,7,267.0,4390,18.7,29.7
8879,2014,Europe,Gasoline,Front-wheel drive,3,2120,6,236.0,3920,16.0,33.0
8880,1996,Europe,Gasoline,Front-wheel drive,4,2170,5,222.0,4210,19.1,31.3
8881,2000,Asia,Gasoline,Front-wheel drive,4,2470,7,260.0,4590,18.8,29.9
8882,2023,Asia,Diesel,Rear-wheel drive,5,2370,6,261.0,4470,19.4,33.1
8883,1989,Asia,Gasoline,Rear-wheel drive,4,2310,6,255.0,4260,20.2,27.6
8884,2022,Europe,Diesel,Front-wheel drive,3,2090,5,246.0,3840,17.0,36.1
8885,1989,Europe,Gasoline,Rear-wheel drive,5,2280,6,248.0,4510,19.6,25.4
8886,1989,Europe,Hybrid,All-wheel drive,4,2420,6,254.0,4590,19.4,28.7
8887,2013,Asia,Gasoline,Rear-wheel drive,4,1940,6,234.0,3910,18.4,29.6
8888,2006,Europe,Diesel,All-wheel drive,4,2500,7,290.0,4830,20.1,29.1
8889,1977,Europe,Gasoline,Rear-wheel drive,5,2220,6,,4130,19.4,23.1
8890,2006,USA,Gasoline,Rear-wheel drive,3,2230,6,253.0,4310,17.8,27.4
8891,2013,Europe,Diesel,Front-wheel drive,4,2380,6,243.0,4080,17.9,31.3
8892,1995,USA,Diesel,Front-wheel drive,5,2230,5,262.0,4280,19.4,33.8
8893,2006,Asia,Gasoline,Front-wheel drive,3,2290,6,261.0,4060,18.9,29.4
8894,2004,USA,Gasoline,Front-wheel drive,5,2620,7,274.0,4630,18.0,27.4
8895,1999,Europe,Gasoline,Front-wheel drive,4,2210,6,244.0,4330,19.2,27.6
8896,1985,Europe,Diesel,Front-wheel drive,2,2280,6,268.0,4190,19.5,28.6
8897,1977,Asia,Diesel,Front-wheel drive,3,2190,5,250.0,3960,20.6,30.3
8898,1983,Europe,Gasoline,Front-wheel drive,3,2250,6,262.0,4230,17.8,30.4
8899,1999,Europe,Gasoline,Front-wheel drive,3,2280,7,252.0,4250,18.6,30.5
8900,1982,USA,Gasoline,Front-wheel drive,2,2180,6,,4210,19.6,28.0
8901,2010,Asia,Gasoline,Rear-wheel drive,3,2060,6,235.0,4120,18.2,29.8
8902,2008,USA,Gasoline,Front-wheel drive,4,2240,6,267.0,4140,18.2,31.3
8903,2002,Asia,Gasoline,Front-wheel drive,2,2180,6,232.0,4010,19.3,35.0
8904,1994,Asia,Gasoline,Front-wheel drive,3,2370,6,256.0,4490,19.2,30.1
8905,2013,USA,Gasoline,All-wheel drive,4,2030,5,240.0,4200,19.4,30.6
8906,2001,Asia,Gasoline,Front-wheel drive,2,2330,6,240.0,4120,18.7,32.1
8907,2019,Europe,Gasoline,Front-wheel drive,2,2290,6,224.0,4210,19.3,32.4
8908,1996,Europe,Diesel,Front-wheel drive,3,1920,5,213.0,3890,16.7,34.7
8909,1996,USA,Hybrid,Rear-wheel drive,3,2410,6,267.0,4720,18.2,31.6
8910,2009,USA,Gasoline,Rear-wheel drive,4,2070,6,242.0,4190,19.7,28.6
8911,1975,USA,Gasoline,Rear-wheel drive,4,2470,7,271.0,4440,21.2,21.3
8912,1982,USA,Gasoline,All-wheel drive,4,2280,6,270.0,4480,18.9,23.0
8913,1998,Europe,Gasoline,Rear-wheel drive,4,2260,6,257.0,4150,,29.8
8914,1995,USA,Gasoline,All-wheel drive,4,2120,6,234.0,4480,16.0,27.5
8915,1991,Asia,Diesel,Front-wheel drive,3,2290,6,243.0,4370,21.3,33.0
8916,1997,Europe,Gasoline,All-wheel drive,4,2350,6,253.0,4580,21.2,28.1
8917,2013,Asia,Gasoline,Rear-wheel drive,3,2540,7,281.0,4330,18.3,29.5
8918,2005,Asia,Gasoline,All-wheel drive,2,2290,6,255.0,4390,20.3,28.9
8919,2004,Asia,Gasoline,Front-wheel drive,4,2330,6,213.0,4290,20.6,31.5
8920,1995,USA,Gasoline,Rear-wheel drive,4,2250,6,261.0,4560,18.3,27.3
8921,2001,Europe,Gasoline,All-wheel drive,3,2500,6,263.0,4200,18.7,26.0
8922,1987,Asia,Gasoline,All-wheel drive,3,2580,7,266.0,4560,19.4,24.5
8923,2008,Europe,Gasoline,Front-wheel drive,4,2150,6,230.0,4110,17.5,30.0
8924,1996,USA,Gasoline,All-wheel drive,5,2170,6,241.0,4690,20.2,25.3
8925,2010,USA,Gasoline,Front-wheel drive,3,2220,6,269.0,4040,18.3,29.1
8926,1998,USA,Gasoline,Front-wheel drive,3,2080,5,223.0,4040,19.3,32.3
8927,2012,Europe,Gasoline,Rear-wheel drive,3,2390,6,274.0,4210,17.9,28.8
8928,2001,Asia,Gasoline,All-wheel drive,4,2140,6,244.0,4410,18.4,30.2
8929,2009,Europe,Gasoline,Front-wheel drive,2,2190,5,260.0,4050,17.6,34.4
8930,1985,Europe,Hybrid,Front-wheel drive,2,2320,7,266.0,4210,,33.3
8931,2003,Europe,Gasoline,Rear-wheel drive,4,2410,6,257.0,4490,18.3,27.1
8932,2018,Asia,Gasoline,Front-wheel drive,4,2300,6,283.0,4140,16.7,32.4
8933,2002,USA,Gasoline,Front-wheel drive,4,2350,6,274.0,4410,17.3,30.7
8934,2007,Europe,Gasoline,Front-wheel drive,3,2050,5,215.0,3900,18.9,34.3
8935,1984,Europe,Gasoline,Front-wheel drive,3,2100,5,,4250,17.6,30.6
8936,2007,Asia,Gasoline,Front-wheel drive,5,2160,5,251.0,4020,19.6,34.3
8937,2001,USA,Gasoline,All-wheel drive,4,2100,6,233.0,4470,20.2,30.7
8938,2015,Europe,Diesel,Rear-wheel drive,4,2420,6,288.0,4470,18.9,35.3
8939,1987,Europe,Diesel,Front-wheel drive,3,2020,5,,4050,20.0,33.5
8940,2010,USA,Diesel,Front-wheel drive,4,2050,5,230.0,3790,18.9,34.8
8941,2004,Asia,Gasoline,All-wheel drive,4,2320,6,259.0,4510,17.4,30.8
8942,2021,USA,Hybrid,All-wheel drive,3,2190,6,241.0,4470,17.4,34.8
8943,2009,USA,Gasoline,Front-wheel drive,2,2390,6,263.0,4410,18.6,32.7
8944,2018,Asia,Gasoline,Front-wheel drive,3,2400,7,259.0,4350,18.9,29.1
8945,1992,Asia,Gasoline,All-wheel drive,4,2320,6,244.0,4460,18.1,26.6
8946,2018,USA,Gasoline,Front-wheel drive,2,2210,6,236.0,4330,22.2,31.1
8947,1995,USA,Gasoline,Rear-wheel drive,4,2220,6,268.0,4380,19.2,26.3
8948,2007,USA,Hybrid,Front-wheel drive,4,2300,6,,4490,17.9,31.6
8949,1992,Asia,Diesel,All-wheel drive,2,2250,6,248.0,4100,20.7,30.0
8950,1983,USA,Diesel,Front-wheel drive,2,2090,6,257.0,4210,16.6,28.2
8951,2004,USA,Gasoline,Front-wheel drive,4,2250,6,260.0,4170,19.6,29.3
8952,1985,Europe,Hybrid,Front-wheel drive,3,2460,6,266.0,4590,19.8,31.1
8953,1998,USA,Gasoline,All-wheel drive,4,2010,6,242.0,4400,19.2,25.9
8954,2016,Europe,Gasoline,Front-wheel drive,5,1910,5,202.0,4000,19.0,33.2
8955,1994,USA,Diesel,Front-wheel drive,4,2610,7,300.0,4770,17.5,27.8
8956,2002,Europe,Hybrid,Rear-wheel drive,4,2180,5,238.0,4330,19.0,33.8
8957,1986,USA,Diesel,Front-wheel drive,2,1970,6,240.0,3980,18.4,29.6
8958,2004,USA,Gasoline,Rear-wheel drive,3,2530,7,287.0,4580,18.9,26.9
8959,2021,Europe,Diesel,Front-wheel drive,2,2210,6,243.0,3880,18.2,34.6
8960,1999,Europe,Gasoline,Front-wheel drive,4,2140,5,,4310,,30.8
8961,1987,USA,Gasoline,Front-wheel drive,3,2510,6,277.0,4090,18.2,26.2
8962,1977,Asia,Gasoline,Front-wheel drive,5,1950,5,209.0,3840,19.7,30.0
8963,1980,USA,Gasoline,All-wheel drive,3,2210,6,232.0,4250,20.6,23.4
8964,1989,USA,Diesel,Front-wheel drive,4,2220,6,259.0,4100,18.9,32.3
8965,2008,Europe,Diesel,Front-wheel drive,2,2090,6,254.0,4020,19.8,32.1
8966,2013,Europe,Diesel,Rear-wheel drive,3,2120,6,247.0,4230,21.1,35.6
8967,2016,USA,Hybrid,All-wheel drive,4,2190,6,272.0,4640,18.5,31.4
8968,1986,USA,Gasoline,Rear-wheel drive,4,2680,7,267.0,4630,19.2,25.4
8969,1998,Asia,Diesel,All-wheel drive,5,2350,6,275.0,4610,18.0,29.8
8970,1985,Asia,Gasoline,Front-wheel drive,5,2370,6,221.0,4440,20.8,27.4
8971,1986,Asia,Diesel,All-wheel drive,3,2470,6,279.0,4440,17.7,31.2
8972,1990,Asia,Gasoline,Front-wheel drive,5,2060,6,207.0,3820,17.5,28.7
8973,1987,USA,Gasoline,Front-wheel drive,3,2200,6,246.0,3950,17.8,28.5
8974,2003,USA,Hybrid,Rear-wheel drive,4,2320,6,267.0,4310,17.6,31.5
8975,1995,Europe,Hybrid,Rear-wheel drive,3,2080,6,242.0,3940,17.4,36.0
8976,2000,Europe,Gasoline,Front-wheel drive,3,2340,6,265.0,3970,18.3,30.5
8977,1989,USA,Gasoline,Rear-wheel drive,3,2410,7,286.0,4610,17.1,26.3
8978,1996,Europe,Gasoline,All-wheel drive,3,2390,6,265.0,4620,,28.3
8979,2002,USA,Hybrid,Front-wheel drive,5,2170,6,241.0,4470,18.5,30.9
8980,2011,USA,Gasoline,Rear-wheel drive,5,2320,6,281.0,4510,18.8,26.1
8981,2023,USA,Hybrid,Front-wheel drive,4,2690,7,324.0,4510,17.9,35.7
8982,1997,USA,Hybrid,Rear-wheel drive,3,2310,6,269.0,4620,19.0,31.9
8983,2017,Europe,Gasoline,Rear-wheel drive,2,2640,7,252.0,4320,18.3,28.9
8984,2005,Asia,Gasoline,Front-wheel drive,5,2280,6,246.0,4130,19.6,32.1
8985,1992,Asia,Gasoline,Front-wheel drive,5,2260,6,219.0,4110,18.6,31.8
8986,2012,Asia,Diesel,All-wheel drive,3,1980,5,232.0,3890,18.5,34.0
8987,2002,USA,Gasoline,All-wheel drive,3,2300,6,260.0,4380,19.4,28.8
8988,1979,USA,Gasoline,Rear-wheel drive,4,2260,6,239.0,4440,19.2,27.1
8989,2005,Europe,Gasoline,Rear-wheel drive,3,2500,6,253.0,4530,18.7,29.7
8990,1982,Asia,Gasoline,Rear-wheel drive,3,1970,6,226.0,4100,19.7,26.8
8991,1997,USA,Diesel,Front-wheel drive,4,2340,6,274.0,4210,16.6,34.0
8992,2019,Asia,Gasoline,Rear-wheel drive,4,2160,6,258.0,4140,17.4,31.3
8993,2013,USA,Gasoline,Rear-wheel drive,3,2150,5,236.0,4280,20.2,30.8
8994,2010,Asia,Gasoline,Front-wheel drive,4,2100,6,242.0,3780,20.9,33.5
8995,1977,Asia,Gasoline,Front-wheel drive,4,2110,5,,3830,18.8,29.1
8996,1988,Europe,Gasoline,Front-wheel drive,4,1910,5,202.0,4010,20.3,29.7
8997,2010,USA,Gasoline,Front-wheel drive,5,2060,5,251.0,4350,18.5,30.5
8998,1976,Asia,Gasoline,Front-wheel drive,2,2340,7,,4310,19.7,26.6
8999,2009,Europe,Diesel,Front-wheel drive,5,2140,6,279.0,4190,20.2,33.7
9000,1991,Asia,Hybrid,Front-wheel drive,4,2580,6,277.0,4650,18.1,30.3
9001,2022,Asia,Hybrid,Rear-wheel drive,2,2420,7,294.0,4200,19.3,35.9
9002,2010,USA,Gasoline,Rear-wheel drive,3,2110,5,248.0,4230,18.4,32.0
9003,2011,USA,Gasoline,Front-wheel drive,3,2060,5,238.0,3890,18.3,31.1
9004,1995,Asia,Gasoline,Front-wheel drive,4,2580,6,271.0,4560,20.1,29.1
9005,1993,Europe,Gasoline,Rear-wheel drive,2,2570,6,279.0,4370,,27.6
9006,2009,USA,Gasoline,Front-wheel drive,5,2100,5,224.0,4000,21.1,30.9
9007,2013,Asia,Hybrid,All-wheel drive,4,2100,5,238.0,4410,20.9,37.3
9008,2008,USA,Gasoline,Front-wheel drive,2,2290,6,274.0,4440,17.7,28.2
9009,2006,Asia,Gasoline,Front-wheel drive,3,2010,6,240.0,3760,17.5,31.6
9010,1996,USA,Diesel,Front-wheel drive,4,2340,6,261.0,4180,18.5,30.4
9011,2016,Europe,Gasoline,All-wheel drive,3,2170,6,232.0,4290,20.5,31.0
9012,1980,USA,Gasoline,Rear-wheel drive,3,2120,5,,4300,20.6,23.0
9013,1982,Europe,Gasoline,Front-wheel drive,5,2480,6,270.0,4250,,28.4
9014,2003,USA,Diesel,Front-wheel drive,4,2330,6,281.0,4250,18.0,29.0
9015,2000,Asia,Hybrid,Front-wheel drive,4,2260,6,246.0,4340,21.0,34.8
9016,2016,Asia,Gasoline,Front-wheel drive,4,1900,5,208.0,3680,18.9,37.0
9017,2000,USA,Gasoline,Rear-wheel drive,3,2020,6,234.0,4020,17.7,32.5
9018,2012,Asia,Gasoline,Rear-wheel drive,5,2050,6,246.0,3920,18.2,29.2
9019,1991,Europe,Gasoline,Front-wheel drive,4,2450,6,265.0,4310,19.5,29.6
9020,1997,USA,Gasoline,Front-wheel drive,4,2440,6,281.0,4660,21.8,26.3
9021,2018,USA,Gasoline,Rear-wheel drive,3,2140,6,244.0,4170,20.1,31.7
9022,2003,Europe,Gasoline,Rear-wheel drive,5,2210,6,252.0,4130,18.2,30.6
9023,1977,USA,Gasoline,Front-wheel drive,3,2260,6,,4030,19.3,27.8
9024,1978,USA,Gasoline,Front-wheel drive,2,2400,6,253.0,4190,18.2,28.0
9025,2017,USA,Gasoline,Front-wheel drive,5,2380,6,275.0,4520,18.9,31.2
9026,2015,USA,Gasoline,All-wheel drive,4,2320,6,266.0,4560,20.8,26.9
9027,1984,USA,Gasoline,Rear-wheel drive,5,2030,5,219.0,4520,20.1,27.1
9028,2001,USA,Gasoline,Front-wheel drive,5,2210,6,239.0,4300,19.2,27.2
9029,1981,USA,Gasoline,Front-wheel drive,3,2320,7,277.0,4420,20.4,26.3
9030,2004,Asia,Diesel,Rear-wheel drive,2,2130,6,245.0,4160,19.1,33.0
9031,2017,USA,Gasoline,Front-wheel drive,5,2410,6,255.0,4450,22.6,31.4
9032,1977,USA,Hybrid,All-wheel drive,4,2280,7,,4560,20.2,27.9
9033,1997,Europe,Gasoline,All-wheel drive,4,2550,6,256.0,4760,19.7,25.8
9034,2022,USA,Gasoline,All-wheel drive,4,2480,7,269.0,4530,18.3,29.9
9035,1996,USA,Hybrid,Rear-wheel drive,3,2260,6,257.0,4600,18.7,31.2
9036,1995,Asia,Diesel,Rear-wheel drive,4,2260,6,243.0,4260,17.4,26.9
9037,2016,Europe,Gasoline,All-wheel drive,4,2380,7,245.0,4420,18.5,31.7
9038,2014,Asia,Gasoline,Front-wheel drive,4,2520,6,264.0,4090,19.8,31.6
9039,1980,Asia,Gasoline,All-wheel drive,3,2510,7,280.0,4370,17.4,23.8
9040,2010,USA,Gasoline,Front-wheel drive,5,2600,7,286.0,4610,19.5,27.7
9041,2009,Asia,Gasoline,Front-wheel drive,3,2520,7,286.0,4450,18.1,30.6
9042,1997,Europe,Gasoline,Front-wheel drive,2,2110,5,239.0,4030,18.7,31.2
9043,1994,Asia,Gasoline,Rear-wheel drive,4,2340,6,256.0,4350,20.6,28.7
9044,2011,Asia,Gasoline,Front-wheel drive,3,2300,6,261.0,4390,20.9,31.3
9045,2019,USA,Gasoline,Front-wheel drive,5,2100,6,273.0,4670,19.8,29.9
9046,2008,Asia,Gasoline,Rear-wheel drive,4,2250,6,238.0,4440,17.6,29.2
9047,1995,Europe,Hybrid,Front-wheel drive,4,2080,5,236.0,4060,20.3,35.1
9048,2000,USA,Gasoline,All-wheel drive,5,1910,5,214.0,4270,18.2,29.0
9049,2014,USA,Gasoline,Front-wheel drive,3,2260,6,268.0,4320,18.1,27.7
9050,1994,USA,Gasoline,Front-wheel drive,5,2130,6,235.0,4310,17.2,26.7
9051,2016,USA,Gasoline,Rear-wheel drive,3,1780,5,244.0,3910,18.1,30.8
9052,1981,USA,Gasoline,Front-wheel drive,2,2140,7,265.0,4070,18.8,26.2
9053,1989,Asia,Gasoline,Front-wheel drive,5,2670,7,287.0,4540,19.1,24.3
9054,2018,USA,Gasoline,Rear-wheel drive,3,2330,6,290.0,4130,16.4,29.4
9055,1988,USA,Diesel,Front-wheel drive,5,2300,6,240.0,4340,19.8,29.5
9056,1987,USA,Gasoline,Front-wheel drive,3,2340,6,264.0,4040,19.4,29.7
9057,1990,Europe,Gasoline,Rear-wheel drive,4,2160,6,232.0,4200,19.3,28.3
9058,2001,USA,Gasoline,Front-wheel drive,3,2100,6,267.0,4110,17.3,29.0
9059,2021,USA,Diesel,Front-wheel drive,4,2340,6,286.0,4100,15.8,36.1
9060,2016,USA,Gasoline,Front-wheel drive,3,2030,6,249.0,4390,20.6,31.3
9061,2000,Asia,Diesel,Front-wheel drive,2,1910,5,232.0,3440,18.4,35.7
9062,1979,USA,Gasoline,Front-wheel drive,3,2020,6,,3900,20.1,28.9
9063,1978,Asia,Diesel,Rear-wheel drive,4,2310,6,244.0,4350,16.6,26.7
9064,2007,Asia,Hybrid,Front-wheel drive,4,2190,6,230.0,4080,19.8,35.1
9065,2003,Europe,Gasoline,Front-wheel drive,4,2400,6,240.0,4250,20.5,29.8
9066,1991,USA,Gasoline,All-wheel drive,3,2390,7,270.0,4460,18.7,29.0
9067,2016,USA,Gasoline,Front-wheel drive,3,2520,7,314.0,4710,20.1,29.5
9068,1982,Europe,Diesel,Front-wheel drive,5,2400,5,,4300,20.6,30.9
9069,2021,Europe,Gasoline,All-wheel drive,2,2340,6,263.0,4430,16.5,30.3
9070,1995,Asia,Gasoline,Front-wheel drive,4,2530,7,278.0,4440,18.4,29.9
9071,2023,USA,Gasoline,Front-wheel drive,4,2180,6,255.0,4040,19.3,31.4
9072,2014,Asia,Gasoline,Rear-wheel drive,4,2390,6,,4370,17.8,28.6
9073,1977,Asia,Hybrid,Front-wheel drive,2,2270,6,229.0,4280,20.9,30.8
9074,1997,Asia,Gasoline,Front-wheel drive,4,2480,6,256.0,4480,20.8,31.4
9075,1978,Europe,Hybrid,Rear-wheel drive,4,2430,6,,4450,21.1,30.8
9076,1984,Asia,Diesel,Front-wheel drive,4,2190,6,,4240,19.4,32.2
9077,1991,Asia,Gasoline,All-wheel drive,5,2250,6,269.0,4240,16.9,22.8
9078,1998,USA,Gasoline,Front-wheel drive,4,2310,6,261.0,4740,18.8,27.3
9079,1977,Asia,Gasoline,Front-wheel drive,2,2040,6,207.0,3780,19.0,32.0
9080,1981,USA,Gasoline,Rear-wheel drive,4,2130,5,253.0,4010,19.9,25.7
9081,1981,USA,Gasoline,Rear-wheel drive,3,2010,5,235.0,4130,20.8,25.6
9082,2019,USA,Gasoline,Front-wheel drive,2,2420,6,257.0,4460,18.7,30.8
9083,1985,Asia,Diesel,Front-wheel drive,2,2190,6,263.0,4050,20.6,31.8
9084,2023,Asia,Gasoline,Front-wheel drive,2,2190,6,238.0,4040,17.2,32.0
9085,1998,USA,Hybrid,Front-wheel drive,3,2540,7,287.0,4470,19.6,31.8
9086,1982,USA,Gasoline,Rear-wheel drive,3,2300,6,242.0,4170,18.6,27.6
9087,1985,Europe,Gasoline,Front-wheel drive,2,2060,5,232.0,4150,18.3,29.8
9088,1991,Asia,Gasoline,Front-wheel drive,4,2130,6,241.0,3860,17.7,28.6
9089,2001,USA,Gasoline,Rear-wheel drive,4,2390,6,249.0,4360,18.7,27.0
9090,2007,Asia,Gasoline,All-wheel drive,2,2190,6,,4420,20.3,25.8
9091,1988,Asia,Gasoline,Rear-wheel drive,4,1750,5,217.0,3620,17.3,29.4
9092,1987,Europe,Gasoline,All-wheel drive,4,2060,6,230.0,4390,,26.0
9093,2023,Asia,Diesel,Front-wheel drive,2,2410,6,277.0,4100,18.2,34.2
9094,2016,Europe,Gasoline,All-wheel drive,5,2270,6,246.0,4610,20.4,32.7
9095,1982,USA,Gasoline,Front-wheel drive,3,2100,6,236.0,4150,20.3,28.7
9096,2008,USA,Gasoline,Front-wheel drive,2,2510,6,279.0,4340,19.0,28.0
9097,1997,Asia,Gasoline,Front-wheel drive,3,2010,5,202.0,3730,19.8,33.0
9098,2003,USA,Gasoline,Front-wheel drive,2,2270,6,,4230,18.2,26.5
9099,1993,Europe,Gasoline,Front-wheel drive,4,1980,6,238.0,3970,20.0,29.9
9100,2005,USA,Diesel,All-wheel drive,3,2400,6,274.0,4080,19.7,31.4
9101,1987,USA,Gasoline,Rear-wheel drive,3,2260,6,255.0,4350,18.9,25.2
9102,2008,Asia,Diesel,Rear-wheel drive,3,2280,6,244.0,4430,18.1,32.8
9103,1997,USA,Gasoline,Rear-wheel drive,4,1850,5,221.0,3910,19.1,31.5
9104,2009,USA,Gasoline,Front-wheel drive,5,2500,6,283.0,4600,18.8,30.6
9105,2020,USA,Gasoline,Rear-wheel drive,3,2240,6,249.0,4260,17.0,28.7
9106,2005,USA,Hybrid,Rear-wheel drive,3,2440,6,272.0,4520,18.0,31.1
9107,2010,USA,Gasoline,Front-wheel drive,3,1920,5,245.0,3860,18.8,32.4
9108,1988,USA,Gasoline,Rear-wheel drive,3,2220,6,265.0,4480,19.6,26.1
9109,2000,Asia,Hybrid,All-wheel drive,3,2130,5,233.0,4180,18.1,32.4
9110,1985,Europe,Hybrid,Front-wheel drive,5,2310,6,249.0,4340,19.1,34.8
9111,1992,Asia,Diesel,Front-wheel drive,5,2040,6,244.0,4070,20.2,35.3
9112,2010,Europe,Hybrid,Front-wheel drive,3,2240,5,240.0,3750,16.5,36.1
9113,1992,USA,Gasoline,All-wheel drive,3,2450,6,261.0,4600,18.0,24.8
9114,1989,Europe,Gasoline,Front-wheel drive,3,2090,6,220.0,3940,18.0,30.2
9115,2002,Europe,Gasoline,Rear-wheel drive,4,2480,6,273.0,4620,16.1,29.8
9116,1983,Europe,Diesel,All-wheel drive,4,2150,6,245.0,3870,18.9,32.0
9117,2009,USA,Hybrid,Rear-wheel drive,5,2110,6,254.0,4480,21.4,31.9
9118,2006,Europe,Gasoline,Front-wheel drive,4,2500,7,266.0,4280,,33.0
9119,2000,Asia,Gasoline,All-wheel drive,4,2510,6,275.0,4850,21.3,25.9
9120,1996,Asia,Gasoline,Front-wheel drive,4,1920,5,222.0,3860,19.0,29.6
9121,2020,Europe,Diesel,All-wheel drive,5,2130,6,244.0,4310,19.7,34.6
9122,1982,Asia,Gasoline,Front-wheel drive,3,2230,6,246.0,3990,17.9,29.0
9123,2014,Europe,Gasoline,Front-wheel drive,3,2160,6,218.0,3960,18.5,32.7
9124,2019,USA,Gasoline,Rear-wheel drive,3,2420,6,271.0,4570,19.2,28.1
